l_no	p_no	time	play_ox	stoptime
1819	3815	20230701230451 	0	3:01
1820	3587	20230701232007 	1	
1821	1893	20230701232059 	1	
1822	2071	20230701233431 	1	
1823	3614	20230701234200 	1	
1824	2033	20230702034548 	1	
1825	535	20230702035500 	1	
1826	2688	20230702040658 	1	
1827	1642	20230702050836 	0	1:09
1828	3591	20230702060738 	1	
1829	3257	20230702061341 	1	
1830	3588	20230702075839 	1	
1831	187	20230702081849 	1	
1832	3458	20230702084034 	1	
1833	3426	20230702103244 	1	
1834	2079	20230702131746 	1	
1835	2632	20230702133712 	1	
1836	38	20230702151140 	1	
1837	3213	20230702153735 	1	
1838	1125	20230702154605 	1	
1839	1417	20230702172618 	1	
1840	1723	20230702193948 	1	
1841	3747	20230702194734 	1	
1842	2610	20230702195748 	1	
1843	1441	20230702212245 	1	
1844	1229	20230702213801 	1	
1845	872	20230702221051 	1	
1846	354	20230702221108 	1	
1847	3219	20230702221636 	1	
1848	3768	20230702222047 	0	1:00
1849	1409	20230702230207 	1	
1850	763	20230703024619 	1	
1851	1783	20230703041527 	0	2:10
1852	2969	20230703053505 	1	
1853	3075	20230703061005 	0	3:36
1854	1005	20230703062044 	1	
1855	2112	20230703064355 	1	
1856	604	20230703084536 	0	0:43
1857	3633	20230703091817 	1	
1858	1165	20230703092018 	1	
1859	1883	20230703132021 	1	
1860	327	20230703134524 	1	
1861	829	20230703142518 	1	
1862	2209	20230703161903 	1	
1863	1300	20230703164349 	1	
1864	645	20230703173204 	1	
1865	324	20230703181123 	1	
1866	2183	20230703183500 	1	
1867	2464	20230703225831 	1	
1868	817	20230703234042 	1	
1869	1801	20230704023322 	1	
1870	2189	20230704030201 	1	
1871	934	20230704031625 	1	
1872	793	20230704031642 	1	
1873	2451	20230704032101 	1	
1874	211	20230704051958 	1	
1875	2598	20230704060913 	1	
1876	1297	20230704061717 	1	
1877	2524	20230704094539 	1	
1878	3595	20230704102659 	1	
1879	3811	20230704111312 	0	2:53
1880	720	20230704115733 	1	
1881	2464	20230704122145 	1	
1882	2659	20230704172745 	1	
1883	522	20230704174628 	1	
1884	1484	20230704180411 	1	
1885	1737	20230704183006 	1	
1886	124	20230704200207 	1	
1887	1138	20230704200517 	1	
1888	2559	20230704202601 	1	
1889	3672	20230704204837 	1	
1890	2992	20230704210218 	1	
1891	1179	20230704211131 	1	
1892	3665	20230704223948 	1	
1893	1026	20230704233614 	1	
1894	686	20230704235532 	1	
1895	3646	20230705023614 	1	
1896	3059	20230705023942 	1	
1897	2951	20230705025515 	1	
1898	2722	20230705032857 	1	
1899	2301	20230705035954 	1	
1900	3265	20230705041636 	1	
1901	3469	20230705041903 	1	
1902	3484	20230705042624 	1	
1903	3618	20230705050106 	1	
1904	786	20230705051456 	1	
1905	3775	20230705054025 	0	1:52
1906	2960	20230705054427 	1	
1907	3675	20230705080919 	1	
1908	2964	20230705082552 	1	
1909	3287	20230705112627 	1	
1910	2006	20230705124028 	1	
1911	3403	20230705134441 	1	
1912	3070	20230705141556 	1	
1913	994	20230705143003 	1	
1914	2648	20230705145113 	1	
1915	1653	20230705154748 	1	
1916	2908	20230705180035 	0	1:09
1917	1485	20230705181516 	1	
1918	2265	20230705183425 	1	
1919	3468	20230705195739 	1	
1920	3252	20230705203413 	1	
1921	2742	20230705210052 	1	
1922	1370	20230705214849 	1	
1923	1708	20230705221444 	1	
1924	3878	20230705223026 	1	
1925	1762	20230705225420 	1	
1926	783	20230706025900 	1	
1927	3548	20230706051404 	1	
1928	1122	20230706063709 	1	
1929	2830	20230706082417 	0	0:43
1930	3030	20230706100029 	1	
1931	3437	20230706104533 	1	
1932	1971	20230706105521 	1	
1933	376	20230706131855 	1	
1934	1110	20230706132532 	1	
1935	3817	20230706133930 	0	1:18
1936	918	20230706143147 	1	
1937	2668	20230706145750 	1	
1938	1269	20230706153919 	1	
1939	14	20230706154639 	1	
1940	1603	20230706161955 	1	
1941	898	20230706170006 	1	
1942	297	20230706170844 	1	
1943	72	20230706173012 	1	
1944	2806	20230706175742 	1	
1945	2585	20230706185802 	1	
1946	1622	20230706191436 	1	
1947	2214	20230706191837 	1	
1948	2444	20230706192707 	1	
1949	714	20230706192742 	1	
1950	2865	20230706222056 	1	
1951	1561	20230706234812 	1	
1952	2696	20230707032320 	1	
1953	1114	20230707035124 	1	
1954	2247	20230707040807 	1	
1955	1245	20230707043100 	1	
1956	2429	20230707063350 	1	
1957	2587	20230707070003 	1	
1958	1107	20230707073804 	1	
1959	3546	20230707080215 	1	
1960	2959	20230707081705 	1	
1961	2886	20230707084143 	1	
1962	3425	20230707084309 	1	
1963	1183	20230707093726 	1	
1964	3677	20230707104524 	1	
1965	543	20230707111120 	0	3:27
1966	1581	20230707123006 	1	
1967	716	20230707125509 	1	
1968	2177	20230707131829 	1	
1969	3586	20230707132650 	1	
1970	1683	20230707134725 	1	
1971	2060	20230707135053 	1	
1972	2286	20230707143413 	1	
1973	1945	20230707144427 	1	
1974	2258	20230707150100 	1	
1975	2965	20230707152604 	1	
1976	1262	20230707160413 	1	
1977	603	20230707162231 	1	
1978	3149	20230707165512 	1	
1979	1337	20230707192030 	1	
1980	2431	20230707205156 	1	
1981	3622	20230707211013 	1	
1982	2542	20230707214137 	1	
1983	598	20230707220448 	1	
1984	3703	20230707224608 	1	
1985	1923	20230707224935 	1	
1986	1647	20230707230709 	1	
1987	2293	20230707233020 	1	
1988	3382	20230707235549 	1	
1989	1240	20230708023758 	1	
1990	2547	20230708031533 	1	
1991	2832	20230708040431 	1	
1992	3322	20230708045604 	1	
1993	260	20230708051548 	1	
1994	3824	20230708063901 	0	3:27
1995	2494	20230708070304 	1	
1996	2982	20230708082719 	1	
1997	2746	20230708090948 	1	
1998	911	20230708093032 	1	
1999	250	20230708093058 	1	
2000	2015	20230708095334 	1	
2001	3142	20230708102458 	1	
2002	1124	20230708103052 	1	
2003	357	20230708103554 	1	
2004	1976	20230708114803 	1	
2005	2207	20230708132458 	1	
2006	2773	20230708132641 	1	
2007	1464	20230708140141 	1	
2008	3830	20230708144143 	0	1:52
2009	3636	20230708152503 	1	
2010	753	20230708153241 	1	
2011	1917	20230708155124 	1	
2012	2179	20230708172854 	1	
2013	2913	20230708180052 	1	
2014	2717	20230708184840 	1	
2015	987	20230708191519 	1	
2016	563	20230708191602 	1	
2017	1457	20230708193419 	1	
2018	2275	20230708204134 	0	3:36
2019	1049	20230708210738 	1	
2020	933	20230708220238 	1	
2021	1864	20230708225420 	1	
2022	1716	20230708230718 	1	
2023	2165	20230708234125 	1	
2024	1842	20230709023129 	1	
2025	2319	20230709023531 	1	
2026	3085	20230709030847 	1	
2027	2863	20230709035150 	1	
2028	2994	20230709041344 	1	
2029	2974	20230709042716 	1	
2030	2505	20230709054008 	1	
2031	2088	20230709062948 	1	
2032	663	20230709090000 	1	
2033	1065	20230709091214 	0	2:27
2034	3513	20230709105202 	1	
2035	3051	20230709120703 	1	
2036	818	20230709135153 	1	
2037	2692	20230709142828 	1	
2038	1355	20230709144125 	1	
2039	2742	20230709152119 	1	
2040	1591	20230709171605 	1	
2041	2931	20230709171657 	1	
2042	3633	20230709183006 	0	2:27
2043	2330	20230709184404 	1	
2044	3810	20230709190103 	0	1:26
2045	1766	20230709190632 	1	
2046	2561	20230709194148 	1	
2047	238	20230709202015 	1	
2048	3550	20230709204401 	1	
2049	3010	20230709210201 	1	
2050	2840	20230709213408 	1	
2051	2256	20230709224918 	1	
2052	3624	20230709230919 	1	
2053	2145	20230709231220 	1	
2054	3261	20230709231740 	1	
2055	2231	20230709232601 	1	
2056	130	20230709234754 	1	
2057	68	20230710031057 	1	
2058	2810	20230710060913 	1	
2059	685	20230710062302 	1	
2060	3762	20230710070339 	1	
2061	954	20230710070732 	1	
2062	1327	20230710080709 	1	
2063	2501	20230710082928 	1	
2064	2452	20230710083029 	1	
2065	1688	20230710083732 	1	
2066	65	20230710085239 	1	
2067	1062	20230710100020 	1	
2068	2108	20230710102724 	1	
2069	1168	20230710103419 	1	
2070	2987	20230710103502 	0	0:43
2071	3735	20230710103904 	1	
2072	31	20230710105630 	1	
2073	3023	20230710120227 	1	
2074	1112	20230710120930 	1	
2075	1611	20230710163738 	1	
2076	1687	20230710183058 	1	
2077	3203	20230710190606 	1	
2078	1460	20230710201639 	1	
2079	3813	20230710214522 	0	1:09
2080	2123	20230710215544 	1	
2081	1887	20230710221200 	1	
2082	2681	20230710222506 	1	
2083	1850	20230710223218 	1	
2084	1580	20230710231504 	1	
2085	448	20230710232610 	1	
2086	38	20230710233859 	1	
2087	1020	20230711031415 	1	
2088	3411	20230711040632 	1	
2089	2044	20230711054545 	1	
2090	1738	20230711065653 	1	
2091	3379	20230711071619 	1	
2092	2055	20230711104206 	1	
2093	2015	20230711105722 	1	
2094	2905	20230711110551 	1	
2095	3259	20230711124740 	1	
2096	2021	20230711140224 	0	3:36
2097	3379	20230711141019 	1	
2098	10	20230711153451 	1	
2099	2003	20230711164817 	0	2:10
2100	2563	20230711172033 	1	
2101	387	20230711185116 	1	
2102	209	20230711193445 	1	
2103	3509	20230711204318 	0	2:10
2104	871	20230711211634 	1	
2105	243	20230711220356 	1	
2106	1976	20230711221209 	1	
2107	396	20230711233724 	1	
2108	3829	20230712025239 	0	1:52
2109	1235	20230712033744 	1	
2110	3336	20230712042305 	1	
2111	3034	20230712061642 	1	
2112	3825	20230712061809 	0	3:27
2113	3838	20230712061944 	0	1:52
2114	1017	20230712074123 	1	
2115	3749	20230712074817 	1	
2116	427	20230712080333 	1	
2117	319	20230712090428 	1	
2118	2928	20230712090755 	1	
2119	1098	20230712093132 	0	2:01
2120	1141	20230712102021 	1	
2121	662	20230712104524 	0	2:53
2122	1799	20230712120052 	1	
2123	3379	20230712123359 	1	
2124	1432	20230712135813 	1	
2125	2522	20230712144628 	1	
2126	1902	20230712154246 	1	
2127	2521	20230712171539 	1	
2128	1863	20230712171556 	1	
2129	3174	20230712180729 	1	
2130	868	20230712185317 	1	
2131	2586	20230712191252 	1	
2132	744	20230712191720 	1	
2133	2439	20230712200818 	1	
2134	2991	20230712202216 	1	
2135	2245	20230712203531 	1	
2136	1457	20230712210336 	1	
2137	1785	20230712212437 	1	
2138	1817	20230712214120 	1	
2139	3788	20230712221855 	0	2:36
2140	1171	20230712230141 	1	
2141	753	20230712231137 	1	
2142	2637	20230713022745 	1	
2143	2471	20230713040313 	1	
2144	248	20230713043738 	1	
2145	2140	20230713065208 	1	
2146	254	20230713081036 	1	
2147	411	20230713091743 	1	
2148	560	20230713092119 	1	
2149	2974	20230713093836 	1	
2150	3356	20230713102348 	1	
2151	3431	20230713103904 	1	
2152	1129	20230713111237 	1	
2153	1745	20230713113405 	1	
2154	2611	20230713122756 	1	
2155	33	20230713124002 	1	
2156	1130	20230713133637 	1	
2157	1082	20230713135940 	1	
2158	3031	20230713150502 	1	
2159	2543	20230713162156 	1	
2160	466	20230713172552 	1	
2161	3797	20230713173724 	0	2:44
2162	2878	20230713180227 	1	
2163	277	20230713180913 	1	
2164	1002	20230713181918 	1	
2165	76	20230713183141 	1	
2166	3128	20230713192724 	1	
2167	2817	20230713212739 	1	
2168	1778	20230713233439 	1	
2169	2113	20230714031651 	1	
2170	1256	20230714032036 	1	
2171	3674	20230714040339 	1	
2172	2453	20230714040448 	1	
2173	908	20230714040523 	1	
2174	3112	20230714050652 	1	
2175	1307	20230714065015 	1	
2176	482	20230714080500 	1	
2177	2751	20230714091105 	1	
2178	2062	20230714100029 	1	
2179	2910	20230714103904 	1	
2180	2536	20230714104743 	1	
2181	3331	20230714111329 	1	
2182	1612	20230714141045 	1	
2183	1990	20230714151031 	1	
2184	3746	20230714153408 	1	
2185	1501	20230714153600 	1	
2186	1915	20230714163000 	1	
2187	263	20230714174737 	1	
2188	3759	20230714183307 	1	
2189	1887	20230714192348 	1	
2190	1520	20230714194559 	1	
2191	535	20230714202811 	1	
2192	1263	20230714203330 	1	
2193	87	20230714205925 	1	
2194	1865	20230714205934 	1	
2195	1725	20230714211105 	1	
2196	908	20230714211843 	1	
2197	1274	20230714212914 	1	
2198	1899	20230714221427 	1	
2199	138	20230714231539 	1	
2200	1354	20230715030135 	1	
2201	3313	20230715034748 	1	
2202	1376	20230715042432 	1	
2203	1913	20230715050643 	1	
2204	2314	20230715053029 	1	
2205	264	20230715061206 	0	2:01
2206	1591	20230715074214 	1	
2207	333	20230715081303 	1	
2208	2581	20230715090236 	1	
2209	2348	20230715100833 	1	
2210	1402	20230715103603 	1	
2211	1250	20230715105730 	1	
2212	1224	20230715112802 	0	3:19
2213	3075	20230715120620 	1	
2214	2404	20230715121031 	1	
2215	1693	20230715123525 	1	
2216	2272	20230715130029 	1	
2217	1445	20230715135839 	0	3:19
2218	1383	20230715142317 	1	
2219	1865	20230715154456 	1	
2220	3302	20230715155854 	1	
2221	2104	20230715163445 	1	
2222	2868	20230715174855 	1	
2223	149	20230715185653 	1	
2224	1288	20230715185802 	1	
2225	1969	20230715205305 	1	
2226	2106	20230715205633 	1	
2227	44	20230715215225 	1	
2228	3380	20230715225211 	1	
2229	3508	20230716054519 	1	
2230	2397	20230716062136 	1	
2231	764	20230716070807 	1	
2232	1833	20230716082644 	1	
2233	3867	20230716101309 	0	3:01
2234	2873	20230716101326 	1	
2235	2631	20230716105612 	1	
2236	820	20230716110609 	1	
2237	1101	20230716112601 	1	
2238	1911	20230716132323 	1	
2239	695	20230716132816 	1	
2240	1229	20230716140508 	1	
2241	1298	20230716141128 	1	
2242	547	20230716143313 	1	
2243	2316	20230716144453 	1	
2244	1741	20230716150043 	1	
2245	3823	20230716160230 	0	3:27
2246	406	20230716180310 	1	
2247	2785	20230716181608 	1	
2248	3857	20230716191344 	0	2:10
2249	3303	20230716194608 	1	
2250	2416	20230716201120 	1	
2251	2435	20230716201321 	1	
2252	1918	20230716205248 	1	
2253	1252	20230716214430 	1	
2254	847	20230716220959 	1	
2255	2754	20230716225354 	1	
2256	1658	20230716233238 	1	
2257	2867	20230717023037 	1	
2258	581	20230717035059 	1	
2259	3433	20230717045756 	1	
2260	122	20230717050836 	1	
2261	3370	20230717060612 	1	
2262	1103	20230717063626 	1	
2263	1273	20230717063945 	1	
2264	3011	20230717075957 	1	
2265	2435	20230717090603 	1	
2266	3660	20230717093617 	1	
2267	722	20230717100405 	0	2:18
2268	2862	20230717103402 	1	
2269	949	20230717103428 	1	
2270	1289	20230717105503 	1	
2271	1792	20230717133118 	1	
2272	3457	20230717151349 	1	
2273	2009	20230717153525 	1	
2274	1975	20230717162122 	1	
2275	646	20230717163144 	1	
2276	1398	20230717165302 	1	
2277	3846	20230717173431 	0	3:36
2278	2413	20230717173505 	1	
2279	1035	20230717195948 	1	
2280	3287	20230717202911 	1	
2281	2879	20230717205641 	1	
2282	3598	20230717214321 	1	
2283	2929	20230717214548 	1	
2284	298	20230717214806 	1	
2285	1561	20230717223218 	1	
2286	201	20230717224105 	1	
2287	254	20230717232124 	1	
2288	24	20230717232627 	1	
2289	2344	20230717233933 	1	
2290	1317	20230718024938 	1	
2291	1231	20230718040204 	1	
2292	2263	20230718053807 	1	
2293	3274	20230718061835 	1	
2294	1002	20230718065618 	1	
2295	3501	20230718070514 	1	
2296	2255	20230718074341 	1	
2297	1496	20230718085742 	1	
2298	3216	20230718091944 	1	
2299	3857	20230718093927 	0	2:10
2300	3048	20230718101335 	1	
2301	2222	20230718102440 	1	
2302	585	20230718121700 	1	
2303	2866	20230718123132 	1	
2304	2569	20230718130003 	1	
2305	722	20230718130749 	1	
2306	2523	20230718132340 	1	
2307	1867	20230718132659 	1	
2308	409	20230718134240 	1	
2309	3821	20230718135638 	0	3:27
2310	2753	20230718144209 	1	
2311	3376	20230718151407 	1	
2312	534	20230718153735 	1	
2313	1846	20230718171421 	1	
2314	574	20230718183316 	1	
2315	2279	20230718183726 	1	
2316	1569	20230718192908 	1	
2317	1548	20230718204519 	1	
2318	3590	20230718220540 	1	
2319	1857	20230718222305 	1	
2320	2518	20230719023850 	1	
2321	980	20230719043017 	1	
2322	3662	20230719045831 	1	
2323	771	20230719052610 	1	
2324	2968	20230719062547 	1	
2325	704	20230719064002 	1	
2326	1726	20230719070356 	1	
2327	2747	20230719071226 	1	
2328	1419	20230719074022 	1	
2329	1999	20230719083623 	1	
2330	739	20230719084820 	1	
2331	2086	20230719090554 	1	
2332	48	20230719102432 	1	
2333	572	20230719110006 	1	
2334	1228	20230719111823 	1	
2335	510	20230719122145 	1	
2336	2476	20230719131326 	1	
2337	1803	20230719133244 	1	
2338	249	20230719134341 	1	
2339	3789	20230719140058 	0	3:36
2340	2041	20230719142719 	1	
2341	917	20230719150043 	1	
2342	3876	20230719150428 	1	
2343	2932	20230719151223 	1	
2344	3003	20230719151625 	1	
2345	2056	20230719160155 	1	
2346	3071	20230719172225 	1	
2347	3604	20230719194407 	1	
2348	709	20230719200416 	1	
2349	943	20230719203155 	1	
2350	3772	20230719211022 	0	1:35
2351	153	20230719212302 	1	
2352	476	20230719230124 	1	
2353	268	20230719232828 	1	
2354	2247	20230719233959 	1	
2355	3872	20230719235825 	1	
2356	2768	20230720024553 	1	
2357	3383	20230720025549 	1	
2358	2798	20230720033241 	1	
2359	778	20230720035500 	1	
2360	938	20230720042357 	1	
2361	418	20230720051128 	1	
2362	3667	20230720054903 	1	
2363	253	20230720065644 	1	
2364	2604	20230720065920 	1	
2365	3856	20230720070807 	0	2:36
2366	717	20230720100431 	1	
2367	2746	20230720113147 	1	
2368	1558	20230720114436 	1	
2369	1483	20230720124438 	1	
2370	3601	20230720125954 	1	
2371	3502	20230720130413 	1	
2372	3640	20230720134013 	1	
2373	2628	20230720154054 	1	
2374	2267	20230720155601 	1	
2375	1443	20230720160322 	1	
2376	193	20230720163528 	1	
2377	1145	20230720173230 	1	
2378	3502	20230720180528 	1	
2379	88	20230720183425 	1	
2380	1667	20230720183919 	1	
2381	1420	20230720190623 	1	
2382	1046	20230720200744 	1	
2383	840	20230720201338 	1	
2384	3791	20230720201757 	0	1:35
2385	1418	20230720201915 	1	
2386	677	20230720203833 	1	
2387	3367	20230720213551 	1	
2388	218	20230720214102 	1	
2389	2289	20230720220439 	1	
2390	3266	20230720221200 	1	
2391	228	20230720235515 	1	
2392	1790	20230721023859 	1	
2393	2060	20230721040632 	1	
2394	2390	20230721044524 	1	
2395	1654	20230721044952 	1	
2396	1484	20230721051421 	1	
2397	978	20230721062027 	1	
2398	3474	20230721062529 	1	
2399	3656	20230721064714 	1	
2400	1318	20230721071209 	1	
2401	1495	20230721072524 	1	
2402	3840	20230721074533 	0	1:18
2403	2755	20230721074935 	0	2:18
2404	114	20230721081430 	1	
2405	3871	20230721082033 	1	
2406	2786	20230721082727 	1	
2407	419	20230721083557 	1	
2408	1542	20230721100138 	1	
2409	1621	20230721100649 	1	
2410	1168	20230721101034 	1	
2411	3317	20230721102742 	1	
2412	1571	20230721123836 	1	
2413	3009	20230721124924 	1	
2414	469	20230721133502 	0	1:26
2415	3064	20230721134952 	1	
2416	1121	20230721135027 	1	
2417	3414	20230721172159 	1	
2418	1153	20230721184941 	1	
2419	1281	20230721185701 	1	
2420	3072	20230721190405 	1	
2421	1066	20230721193655 	1	
2422	461	20230721211843 	1	
2423	2310	20230721212211 	1	
2424	1481	20230721212446 	1	
2425	2137	20230721214906 	1	
2426	1937	20230721222759 	1	
2427	2841	20230721234536 	1	
2428	3724	20230721235222 	1	
2429	1650	20230722045713 	1	
2430	1986	20230722050106 	1	
2431	2105	20230722055205 	1	
2432	2467	20230722075027 	1	
2433	2769	20230722080726 	1	
2434	2168	20230722083103 	1	
2435	1197	20230722083230 	1	
2436	2509	20230722083540 	1	
2437	817	20230722083557 	1	
2438	1715	20230722083715 	1	
2439	1396	20230722095234 	1	
2440	251	20230722110316 	1	
2441	3614	20230722111312 	1	
2442	2550	20230722120411 	1	
2443	587	20230722121450 	1	
2444	2739	20230722121559 	1	
2445	1488	20230722131134 	1	
2446	1924	20230722133017 	1	
2447	3219	20230722144401 	1	
2448	1895	20230722151433 	1	
2449	1122	20230722151608 	1	
2450	1948	20230722151642 	1	
2451	1490	20230722154906 	1	
2452	746	20230722161151 	1	
2453	2628	20230722164516 	1	
2454	537	20230722170752 	1	
2455	2688	20230722173037 	1	
2456	526	20230722175458 	1	
2457	2832	20230722175524 	1	
2458	3582	20230722203649 	1	
2459	2879	20230722205742 	1	
2460	2475	20230722210218 	1	
2461	3083	20230722212346 	1	
2462	1222	20230722213744 	1	
2463	3519	20230722214220 	1	
2464	180	20230722231849 	1	
2465	1731	20230723023824 	1	
2466	633	20230723034355 	1	
2467	1860	20230723060327 	1	
2468	3646	20230723071803 	1	
2469	1435	20230723075302 	1	
2470	3383	20230723081111 	1	
2471	3642	20230723081347 	1	
2472	2926	20230723084401 	1	
2473	1932	20230723085707 	1	
2474	784	20230723110718 	1	
2475	613	20230723111949 	1	
2476	924	20230723121459 	1	
2477	2508	20230723135914 	1	
2478	115	20230723152302 	1	
2479	1543	20230723160129 	1	
2480	944	20230723160859 	1	
2481	2238	20230723161427 	1	
2482	1629	20230723161820 	1	
2483	1106	20230723162348 	1	
2484	2513	20230723164039 	1	
2485	3662	20230723170233 	1	
2486	432	20230723175633 	1	
2487	1043	20230723180319 	1	
2488	2729	20230723181542 	1	
2489	1191	20230723185124 	1	
2490	2610	20230723185142 	1	
2491	1281	20230723185417 	1	
2492	956	20230723191125 	1	
2493	3189	20230723191947 	1	
2494	2063	20230723192314 	1	
2495	3527	20230723192834 	1	
2496	2834	20230723195036 	1	
2497	667	20230723195656 	1	
2498	101	20230723215116 	1	
2499	2665	20230723221737 	1	
2500	1222	20230723235925 	1	
2501	2165	20230724031407 	1	
2502	1551	20230724032228 	1	
2503	40	20230724034806 	1	
2504	1236	20230724052251 	1	
2505	2547	20230724052544 	1	
2506	2756	20230724053129 	1	
2507	3080	20230724055943 	1	
2508	311	20230724061542 	1	
2509	2900	20230724064154 	1	
2510	3663	20230724064355 	1	
2511	3597	20230724074013 	1	
2512	253	20230724075245 	1	
2513	327	20230724082208 	1	
2514	742	20230724083431 	1	
2515	235	20230724090738 	1	
2516	58	20230724091852 	1	
2517	2322	20230724094613 	1	
2518	43	20230724111120 	1	
2519	65	20230724114200 	1	
2520	2484	20230724115314 	1	
2521	2964	20230724125753 	1	
2522	2674	20230724125902 	1	
2523	2773	20230724133712 	1	
2524	3178	20230724140442 	1	
2525	1292	20230724145615 	1	
2526	3380	20230724154054 	1	
2527	444	20230724160212 	1	
2528	3682	20230724175056 	1	
2529	2289	20230724190505 	0	3:10
2530	3111	20230724192340 	1	
2531	1322	20230724195412 	1	
2532	42	20230724231648 	1	
2533	414	20230724231849 	1	
2534	2571	20230724233304 	1	
2535	3659	20230724235908 	1	
2536	2147	20230725023933 	1	
2537	2587	20230725025742 	1	
2538	1999	20230725032346 	1	
2539	3614	20230725035216 	1	
2540	2390	20230725035526 	1	
2541	3504	20230725043026 	1	
2542	2058	20230725045145 	1	
2543	927	20230725063517 	1	
2544	47	20230725064120 	1	
2545	2463	20230725082050 	1	
2546	2752	20230725090655 	1	
2547	1403	20230725100230 	1	
2548	1481	20230725102038 	1	
2549	874	20230725103411 	1	
2550	1026	20230725105429 	1	
2551	2581	20230725113741 	1	
2552	3469	20230725115257 	1	
2553	3288	20230725121105 	1	
2554	59	20230725122412 	1	
2555	3428	20230725145047 	1	
2556	378	20230725160121 	1	
2557	3115	20230725164441 	1	
2558	3414	20230725175951 	1	
2559	1225	20230725191820 	1	
2560	2970	20230725192139 	1	
2561	2625	20230725194424 	1	
2562	2830	20230725203103 	1	
2563	1500	20230725212302 	1	
2564	3308	20230725212420 	1	
2565	1200	20230725222808 	1	
2566	813	20230725233348 	1	
2567	5	20230725233933 	1	
2568	3246	20230726022601 	1	
2569	3506	20230726024427 	1	
2570	2555	20230726025257 	1	
2571	111	20230726031315 	1	
2572	2921	20230726032555 	1	
2573	3806	20230726045512 	0	1:26
2574	293	20230726050014 	1	
2575	3097	20230726053658 	1	
2576	2370	20230726065544 	1	
2577	1582	20230726070322 	1	
2578	398	20230726102624 	1	
2579	722	20230726104835 	1	
2580	2417	20230726113824 	1	
2581	2422	20230726120939 	1	
2582	2372	20230726130815 	1	
2583	2813	20230726134708 	1	
2584	3285	20230726134800 	1	
2585	2255	20230726142417 	1	
2586	2203	20230726145314 	1	
2587	2797	20230726154128 	1	
2588	1164	20230726162515 	1	
2589	3478	20230726171748 	1	
2590	2019	20230726175541 	1	
2591	3345	20230726180345 	0	0:43
2592	331	20230726180537 	0	1:18
2593	1746	20230726180930 	1	
2594	3300	20230726201146 	1	
2595	584	20230726211415 	1	
2596	3103	20230726222633 	1	
2597	3721	20230726223511 	1	
2598	569	20230726224206 	1	
2599	1640	20230726231832 	1	
2600	3610	20230727035644 	1	
2601	355	20230727041418 	1	
2602	3741	20230727043528 	1	
2603	1812	20230727044105 	0	1:35
2604	3293	20230727053514 	1	
2605	2455	20230727055724 	1	
2606	2971	20230727060201 	1	
2607	1996	20230727061651 	1	
2608	3834	20230727061900 	0	1:00
2609	2627	20230727073747 	1	
2610	1950	20230727081605 	1	
2611	1485	20230727081731 	1	
2612	3172	20230727081757 	1	
2613	605	20230727081949 	1	
2614	2169	20230727083330 	1	
2615	1094	20230727104240 	1	
2616	1750	20230727104249 	1	
2617	3517	20230727144803 	1	
2618	2873	20230727154622 	1	
2619	2658	20230727162716 	1	
2620	2188	20230727163502 	1	
2621	1132	20230727195538 	1	
2622	3323	20230727201456 	1	
2623	475	20230727212555 	1	
2624	2242	20230727213049 	1	
2625	866	20230727213517 	1	
2626	2733	20230727234243 	1	
2627	468	20230727235951 	1	
2628	2711	20230728031826 	1	
2629	3127	20230728032136 	1	
2630	569	20230728044148 	1	
2631	3231	20230728050752 	1	
2632	942	20230728050919 	1	
2633	2585	20230728071619 	1	
2634	3791	20230728073930 	0	1:35
2635	3689	20230728101125 	1	
2636	1190	20230728103738 	1	
2637	1176	20230728104214 	1	
2638	783	20230728111011 	1	
2639	997	20230728111447 	1	
2640	1036	20230728114654 	1	
2641	3258	20230728120144 	1	
2642	983	20230728123408 	1	
2643	2765	20230728131846 	1	
2644	3656	20230728132808 	1	
2645	915	20230728134559 	1	
2646	3145	20230728144300 	1	
2647	1877	20230728152228 	1	
2648	2039	20230728170609 	1	
2649	2385	20230728170709 	1	
2650	1140	20230728175934 	1	
2651	1510	20230728183752 	1	
2652	2892	20230728184806 	1	
2653	3464	20230728185024 	0	1:52
2654	126	20230728185610 	1	
2655	1756	20230728191436 	1	
2656	3213	20230728195722 	1	
2657	3158	20230728200525 	1	
2658	2828	20230728201723 	1	
2659	282	20230728203339 	1	
2660	3819	20230728203758 	0	1:52
2661	584	20230728211114 	1	
2662	475	20230728215902 	1	
2663	2678	20230728220238 	1	
2664	2137	20230728221200 	1	
2665	2790	20230729034840 	1	
2666	2302	20230729035435 	1	
2667	975	20230729051832 	1	
2668	569	20230729052636 	1	
2669	3845	20230729054335 	0	1:09
2670	1092	20230729060000 	1	
2671	2161	20230729064530 	1	
2672	2297	20230729065601 	1	
2673	1762	20230729072943 	1	
2674	2463	20230729084217 	1	
2675	1922	20230729125954 	1	
2676	487	20230729130129 	1	
2677	1264	20230729133546 	1	
2678	3740	20230729135027 	1	
2679	3458	20230729135604 	1	
2680	3285	20230729161117 	1	
2681	589	20230729161117 	1	
2682	1940	20230729170141 	1	
2683	2293	20230729171430 	1	
2684	122	20230729172526 	1	
2685	499	20230729181751 	1	
2686	604	20230729184303 	0	0:43
2687	929	20230729191912 	1	
2688	2242	20230729203322 	1	
2689	993	20230729214832 	1	
2690	1307	20230729223336 	1	
2691	1656	20230729224415 	1	
2692	3711	20230729230517 	1	
2693	2741	20230729231849 	1	
